file_path,label
processed_data\cats\2717.jpg,0
processed_data\dogs\4469.jpg,1
processed_data\dogs\4337.jpg,1
processed_data\cats\2017.jpg,0
processed_data\other\2720.jpg,2
processed_data\other\1676.jpg,2
processed_data\cats\2183.jpg,0
processed_data\cats\493.jpg,0
processed_data\dogs\3980.jpg,1
processed_data\other\2308.jpg,2
processed_data\dogs\4286.jpg,1
processed_data\dogs\3090.jpg,1
processed_data\dogs\1970.jpg,1
processed_data\other\4883.jpg,2
processed_data\cats\3339.jpg,0
processed_data\dogs\2409.jpg,1
processed_data\cats\2954.jpg,0
processed_data\cats\4242.jpg,0
processed_data\dogs\2284.jpg,1
processed_data\dogs\3694.jpg,1
processed_data\cats\439.jpg,0
processed_data\dogs\1067.jpg,1
processed_data\dogs\3945.jpg,1
processed_data\cats\667.jpg,0
processed_data\dogs\4379.jpg,1
processed_data\cats\1213.jpg,0
processed_data\dogs\4429.jpg,1
processed_data\dogs\4077.jpg,1
processed_data\dogs\334.jpg,1
processed_data\other\2754.jpg,2
processed_data\cats\2679.jpg,0
processed_data\dogs\4973.jpg,1
processed_data\other\883.jpg,2
processed_data\cats\3267.jpg,0
processed_data\dogs\888.jpg,1
processed_data\cats\2636.jpg,0
processed_data\cats\3167.jpg,0
processed_data\dogs\3917.jpg,1
processed_data\dogs\2471.jpg,1
processed_data\dogs\1166.jpg,1
processed_data\other\1046.jpg,2
processed_data\cats\607.jpg,0
processed_data\dogs\3646.jpg,1
processed_data\other\3097.jpg,2
processed_data\dogs\225.jpg,1
processed_data\cats\2904.jpg,0
processed_data\cats\44.jpg,0
processed_data\cats\964.jpg,0
processed_data\cats\3526.jpg,0
processed_data\cats\1446.jpg,0
processed_data\other\4459.jpg,2
processed_data\other\1017.jpg,2
processed_data\cats\4854.jpg,0
processed_data\other\117.jpg,2
processed_data\dogs\4570.jpg,1
processed_data\cats\1202.jpg,0
processed_data\dogs\4383.jpg,1
processed_data\other\2304.jpg,2
processed_data\cats\3465.jpg,0
processed_data\other\331.jpg,2
processed_data\dogs\19.jpg,1
processed_data\dogs\1644.jpg,1
processed_data\other\1196.jpg,2
processed_data\dogs\1522.jpg,1
processed_data\other\3548.jpg,2
processed_data\other\3447.jpg,2
processed_data\dogs\4345.jpg,1
processed_data\cats\2012.jpg,0
processed_data\other\1362.jpg,2
processed_data\cats\2533.jpg,0
processed_data\dogs\3202.jpg,1
processed_data\cats\3836.jpg,0
processed_data\dogs\532.jpg,1
processed_data\other\1601.jpg,2
processed_data\other\4971.jpg,2
processed_data\dogs\2113.jpg,1
processed_data\dogs\2892.jpg,1
processed_data\dogs\516.jpg,1
processed_data\cats\3447.jpg,0
processed_data\dogs\3199.jpg,1
processed_data\dogs\3601.jpg,1
processed_data\other\514.jpg,2
processed_data\other\2278.jpg,2
processed_data\dogs\3736.jpg,1
processed_data\dogs\4728.jpg,1
processed_data\dogs\4960.jpg,1
processed_data\other\2421.jpg,2
processed_data\other\2058.jpg,2
processed_data\other\4573.jpg,2
processed_data\other\3643.jpg,2
processed_data\dogs\986.jpg,1
processed_data\dogs\1947.jpg,1
processed_data\other\1094.jpg,2
processed_data\other\2950.jpg,2
processed_data\cats\3293.jpg,0
processed_data\dogs\3194.jpg,1
processed_data\dogs\259.jpg,1
processed_data\other\4868.jpg,2
processed_data\other\3968.jpg,2
processed_data\dogs\2301.jpg,1
processed_data\other\1320.jpg,2
processed_data\other\624.jpg,2
processed_data\cats\3378.jpg,0
processed_data\other\380.jpg,2
processed_data\cats\537.jpg,0
processed_data\cats\2853.jpg,0
processed_data\cats\68.jpg,0
processed_data\other\4672.jpg,2
processed_data\other\3661.jpg,2
processed_data\other\948.jpg,2
processed_data\other\4147.jpg,2
processed_data\dogs\3036.jpg,1
processed_data\cats\4755.jpg,0
processed_data\other\3234.jpg,2
processed_data\other\3438.jpg,2
processed_data\other\2747.jpg,2
processed_data\cats\1883.jpg,0
processed_data\other\1151.jpg,2
processed_data\dogs\143.jpg,1
processed_data\other\2568.jpg,2
processed_data\cats\816.jpg,0
processed_data\dogs\668.jpg,1
processed_data\cats\4294.jpg,0
processed_data\other\4421.jpg,2
processed_data\dogs\2750.jpg,1
processed_data\cats\690.jpg,0
processed_data\dogs\2270.jpg,1
processed_data\cats\3833.jpg,0
processed_data\other\3288.jpg,2
processed_data\other\1944.jpg,2
processed_data\cats\830.jpg,0
processed_data\dogs\1870.jpg,1
processed_data\cats\3643.jpg,0
processed_data\cats\2203.jpg,0
processed_data\cats\225.jpg,0
processed_data\dogs\704.jpg,1
processed_data\other\4479.jpg,2
processed_data\dogs\4828.jpg,1
processed_data\other\4476.jpg,2
processed_data\other\4917.jpg,2
processed_data\dogs\4620.jpg,1
processed_data\dogs\2029.jpg,1
processed_data\cats\2269.jpg,0
processed_data\cats\3028.jpg,0
processed_data\other\949.jpg,2
processed_data\other\1656.jpg,2
processed_data\dogs\2005.jpg,1
processed_data\cats\299.jpg,0
processed_data\dogs\1540.jpg,1
processed_data\dogs\1901.jpg,1
processed_data\dogs\1373.jpg,1
processed_data\cats\943.jpg,0
processed_data\cats\426.jpg,0
processed_data\cats\3840.jpg,0
processed_data\cats\4839.jpg,0
processed_data\cats\1414.jpg,0
processed_data\cats\2577.jpg,0
processed_data\other\2799.jpg,2
processed_data\dogs\4619.jpg,1
processed_data\dogs\224.jpg,1
processed_data\cats\4444.jpg,0
processed_data\cats\1338.jpg,0
processed_data\other\2425.jpg,2
processed_data\cats\22.jpg,0
processed_data\other\583.jpg,2
processed_data\cats\3442.jpg,0
processed_data\dogs\649.jpg,1
processed_data\other\3992.jpg,2
processed_data\other\419.jpg,2
processed_data\dogs\732.jpg,1
processed_data\dogs\2188.jpg,1
processed_data\dogs\4800.jpg,1
processed_data\dogs\82.jpg,1
processed_data\cats\2702.jpg,0
processed_data\cats\694.jpg,0
processed_data\dogs\72.jpg,1
processed_data\dogs\3490.jpg,1
processed_data\dogs\288.jpg,1
processed_data\dogs\2097.jpg,1
processed_data\dogs\4730.jpg,1
processed_data\other\3200.jpg,2
processed_data\dogs\2831.jpg,1
processed_data\dogs\425.jpg,1
processed_data\dogs\59.jpg,1
processed_data\other\4628.jpg,2
processed_data\other\3975.jpg,2
processed_data\other\1289.jpg,2
processed_data\other\2031.jpg,2
processed_data\cats\4591.jpg,0
processed_data\dogs\252.jpg,1
processed_data\cats\1925.jpg,0
processed_data\cats\2997.jpg,0
processed_data\other\2429.jpg,2
processed_data\other\4419.jpg,2
processed_data\cats\4411.jpg,0
processed_data\other\1838.jpg,2
processed_data\other\1432.jpg,2
processed_data\cats\4893.jpg,0
processed_data\other\353.jpg,2
processed_data\dogs\3970.jpg,1
processed_data\other\4808.jpg,2
processed_data\other\3865.jpg,2
processed_data\dogs\1656.jpg,1
processed_data\cats\3623.jpg,0
processed_data\dogs\1525.jpg,1
processed_data\other\2807.jpg,2
processed_data\dogs\2191.jpg,1
processed_data\cats\2361.jpg,0
processed_data\other\854.jpg,2
processed_data\other\4236.jpg,2
processed_data\other\3339.jpg,2
processed_data\cats\3034.jpg,0
processed_data\cats\53.jpg,0
processed_data\cats\4813.jpg,0
processed_data\other\3462.jpg,2
processed_data\other\3319.jpg,2
processed_data\cats\1801.jpg,0
processed_data\cats\2339.jpg,0
processed_data\other\2804.jpg,2
processed_data\dogs\690.jpg,1
processed_data\dogs\4162.jpg,1
processed_data\cats\3638.jpg,0
processed_data\other\4403.jpg,2
processed_data\cats\2013.jpg,0
processed_data\cats\1656.jpg,0
processed_data\cats\3774.jpg,0
processed_data\dogs\3065.jpg,1
processed_data\cats\628.jpg,0
processed_data\cats\3513.jpg,0
processed_data\dogs\3339.jpg,1
processed_data\cats\1716.jpg,0
processed_data\dogs\2106.jpg,1
processed_data\cats\1659.jpg,0
processed_data\dogs\4317.jpg,1
processed_data\cats\3017.jpg,0
processed_data\cats\1158.jpg,0
processed_data\cats\2054.jpg,0
processed_data\cats\1709.jpg,0
processed_data\other\2821.jpg,2
processed_data\cats\1176.jpg,0
processed_data\other\1212.jpg,2
processed_data\dogs\3405.jpg,1
processed_data\cats\1491.jpg,0
processed_data\cats\4002.jpg,0
processed_data\dogs\4790.jpg,1
processed_data\dogs\3216.jpg,1
processed_data\dogs\4327.jpg,1
processed_data\other\3949.jpg,2
processed_data\other\3113.jpg,2
processed_data\dogs\3278.jpg,1
processed_data\cats\1057.jpg,0
processed_data\cats\74.jpg,0
processed_data\dogs\1190.jpg,1
processed_data\other\2794.jpg,2
processed_data\dogs\1027.jpg,1
processed_data\other\4412.jpg,2
processed_data\cats\3312.jpg,0
processed_data\other\1214.jpg,2
processed_data\other\595.jpg,2
processed_data\cats\1558.jpg,0
processed_data\dogs\2098.jpg,1
processed_data\cats\1706.jpg,0
processed_data\cats\3998.jpg,0
processed_data\other\4996.jpg,2
processed_data\dogs\1905.jpg,1
processed_data\other\1875.jpg,2
processed_data\dogs\4.jpg,1
processed_data\other\3809.jpg,2
processed_data\other\1470.jpg,2
processed_data\dogs\4324.jpg,1
processed_data\cats\1461.jpg,0
processed_data\cats\1428.jpg,0
processed_data\cats\527.jpg,0
processed_data\other\3047.jpg,2
processed_data\dogs\4434.jpg,1
processed_data\dogs\2707.jpg,1
processed_data\cats\1928.jpg,0
processed_data\other\2940.jpg,2
processed_data\cats\3336.jpg,0
processed_data\cats\2360.jpg,0
processed_data\dogs\207.jpg,1
processed_data\other\1776.jpg,2
processed_data\dogs\3010.jpg,1
processed_data\dogs\1676.jpg,1
processed_data\other\4736.jpg,2
processed_data\other\3605.jpg,2
processed_data\dogs\3910.jpg,1
processed_data\dogs\4180.jpg,1
processed_data\dogs\1467.jpg,1
processed_data\cats\2313.jpg,0
processed_data\dogs\3621.jpg,1
processed_data\cats\2682.jpg,0
processed_data\other\3145.jpg,2
processed_data\dogs\2987.jpg,1
processed_data\other\1062.jpg,2
processed_data\dogs\3111.jpg,1
processed_data\cats\66.jpg,0
processed_data\other\3687.jpg,2
processed_data\cats\835.jpg,0
processed_data\cats\1196.jpg,0
processed_data\other\3390.jpg,2
processed_data\dogs\460.jpg,1
processed_data\cats\3226.jpg,0
processed_data\cats\4821.jpg,0
processed_data\other\2295.jpg,2
processed_data\other\4361.jpg,2
processed_data\other\3305.jpg,2
processed_data\dogs\2336.jpg,1
processed_data\dogs\4977.jpg,1
processed_data\dogs\744.jpg,1
processed_data\dogs\1583.jpg,1
processed_data\other\4281.jpg,2
processed_data\other\1723.jpg,2
processed_data\dogs\3745.jpg,1
processed_data\other\4402.jpg,2
processed_data\cats\3591.jpg,0
processed_data\cats\2507.jpg,0
processed_data\dogs\1952.jpg,1
processed_data\cats\1809.jpg,0
processed_data\other\3237.jpg,2
processed_data\other\4861.jpg,2
processed_data\cats\3064.jpg,0
processed_data\dogs\4426.jpg,1
processed_data\dogs\4137.jpg,1
processed_data\dogs\4601.jpg,1
processed_data\other\440.jpg,2
processed_data\other\3359.jpg,2
processed_data\other\1963.jpg,2
processed_data\dogs\2593.jpg,1
processed_data\other\2658.jpg,2
processed_data\dogs\3029.jpg,1
processed_data\cats\332.jpg,0
processed_data\dogs\3668.jpg,1
processed_data\other\4805.jpg,2
processed_data\other\240.jpg,2
processed_data\other\81.jpg,2
processed_data\dogs\800.jpg,1
processed_data\dogs\4914.jpg,1
processed_data\dogs\1226.jpg,1
processed_data\cats\1610.jpg,0
processed_data\other\4574.jpg,2
processed_data\cats\3841.jpg,0
processed_data\other\1780.jpg,2
processed_data\cats\3687.jpg,0
processed_data\cats\916.jpg,0
processed_data\cats\2692.jpg,0
processed_data\other\1632.jpg,2
processed_data\cats\2744.jpg,0
processed_data\cats\3965.jpg,0
processed_data\cats\4179.jpg,0
processed_data\dogs\1875.jpg,1
processed_data\cats\4354.jpg,0
processed_data\cats\1439.jpg,0
processed_data\dogs\1635.jpg,1
processed_data\cats\2060.jpg,0
processed_data\cats\2235.jpg,0
processed_data\dogs\101.jpg,1
processed_data\cats\1561.jpg,0
processed_data\cats\781.jpg,0
processed_data\other\130.jpg,2
processed_data\other\2301.jpg,2
processed_data\other\3830.jpg,2
processed_data\cats\4760.jpg,0
processed_data\other\218.jpg,2
processed_data\dogs\4399.jpg,1
processed_data\cats\3597.jpg,0
processed_data\cats\584.jpg,0
processed_data\other\162.jpg,2
processed_data\dogs\2501.jpg,1
processed_data\dogs\2305.jpg,1
processed_data\cats\2227.jpg,0
processed_data\cats\3373.jpg,0
processed_data\other\4782.jpg,2
processed_data\dogs\154.jpg,1
processed_data\other\420.jpg,2
processed_data\dogs\1655.jpg,1
processed_data\dogs\2982.jpg,1
processed_data\dogs\1264.jpg,1
processed_data\other\1313.jpg,2
processed_data\cats\3642.jpg,0
processed_data\other\1210.jpg,2
processed_data\other\3688.jpg,2
processed_data\dogs\188.jpg,1
processed_data\cats\58.jpg,0
processed_data\other\1104.jpg,2
processed_data\dogs\340.jpg,1
processed_data\dogs\3344.jpg,1
processed_data\other\2809.jpg,2
processed_data\dogs\867.jpg,1
processed_data\other\2091.jpg,2
processed_data\other\623.jpg,2
processed_data\dogs\2510.jpg,1
processed_data\dogs\1383.jpg,1
processed_data\dogs\1237.jpg,1
processed_data\other\1487.jpg,2
processed_data\other\74.jpg,2
processed_data\cats\2603.jpg,0
processed_data\dogs\2902.jpg,1
processed_data\cats\1442.jpg,0
processed_data\dogs\781.jpg,1
processed_data\dogs\4397.jpg,1
processed_data\cats\2832.jpg,0
processed_data\cats\4635.jpg,0
processed_data\cats\3605.jpg,0
processed_data\dogs\420.jpg,1
processed_data\dogs\821.jpg,1
processed_data\dogs\859.jpg,1
processed_data\other\2706.jpg,2
processed_data\cats\3386.jpg,0
processed_data\other\1282.jpg,2
processed_data\dogs\4160.jpg,1
processed_data\cats\2826.jpg,0
processed_data\dogs\1078.jpg,1
processed_data\cats\173.jpg,0
processed_data\dogs\3009.jpg,1
processed_data\dogs\215.jpg,1
processed_data\other\4835.jpg,2
processed_data\cats\197.jpg,0
processed_data\cats\3000.jpg,0
processed_data\other\251.jpg,2
processed_data\other\4339.jpg,2
processed_data\other\2066.jpg,2
processed_data\cats\3933.jpg,0
processed_data\dogs\1582.jpg,1
processed_data\cats\4474.jpg,0
processed_data\cats\3640.jpg,0
processed_data\other\2849.jpg,2
processed_data\dogs\2870.jpg,1
processed_data\cats\4523.jpg,0
processed_data\other\2975.jpg,2
processed_data\cats\1272.jpg,0
processed_data\cats\4649.jpg,0
processed_data\other\4844.jpg,2
processed_data\cats\3698.jpg,0
processed_data\dogs\586.jpg,1
processed_data\cats\2105.jpg,0
processed_data\cats\308.jpg,0
processed_data\other\2594.jpg,2
processed_data\other\124.jpg,2
processed_data\other\428.jpg,2
processed_data\cats\4888.jpg,0
processed_data\other\887.jpg,2
processed_data\dogs\2320.jpg,1
processed_data\other\902.jpg,2
processed_data\dogs\3248.jpg,1
processed_data\other\3677.jpg,2
processed_data\cats\4507.jpg,0
processed_data\cats\4208.jpg,0
processed_data\dogs\1404.jpg,1
processed_data\dogs\3718.jpg,1
processed_data\other\3671.jpg,2
processed_data\other\2669.jpg,2
processed_data\cats\4841.jpg,0
processed_data\dogs\4176.jpg,1
processed_data\cats\4676.jpg,0
processed_data\dogs\2495.jpg,1
processed_data\other\2957.jpg,2
processed_data\cats\1527.jpg,0
processed_data\cats\4026.jpg,0
processed_data\cats\3400.jpg,0
processed_data\dogs\1461.jpg,1
processed_data\other\93.jpg,2
processed_data\other\3608.jpg,2
processed_data\cats\3153.jpg,0
processed_data\dogs\1453.jpg,1
processed_data\cats\2951.jpg,0
processed_data\other\4663.jpg,2
processed_data\dogs\3819.jpg,1
processed_data\dogs\49.jpg,1
processed_data\other\4692.jpg,2
processed_data\dogs\4639.jpg,1
processed_data\other\3248.jpg,2
processed_data\dogs\1603.jpg,1
processed_data\cats\3495.jpg,0
processed_data\dogs\3356.jpg,1
processed_data\dogs\2400.jpg,1
processed_data\other\723.jpg,2
processed_data\dogs\4108.jpg,1
processed_data\other\36.jpg,2
processed_data\other\4641.jpg,2
processed_data\dogs\1716.jpg,1
processed_data\dogs\1882.jpg,1
processed_data\dogs\1792.jpg,1
processed_data\dogs\4998.jpg,1
processed_data\other\2314.jpg,2
processed_data\cats\2961.jpg,0
processed_data\other\2052.jpg,2
processed_data\cats\2323.jpg,0
processed_data\dogs\1991.jpg,1
processed_data\other\2199.jpg,2
processed_data\dogs\4733.jpg,1
processed_data\dogs\4530.jpg,1
processed_data\cats\1377.jpg,0
processed_data\cats\3073.jpg,0
processed_data\other\352.jpg,2
processed_data\cats\1151.jpg,0
processed_data\cats\4559.jpg,0
processed_data\dogs\1543.jpg,1
processed_data\other\4477.jpg,2
processed_data\dogs\4113.jpg,1
processed_data\cats\2550.jpg,0
processed_data\other\1191.jpg,2
processed_data\other\4626.jpg,2
processed_data\other\296.jpg,2
processed_data\cats\1811.jpg,0
processed_data\cats\4142.jpg,0
processed_data\dogs\4009.jpg,1
processed_data\dogs\754.jpg,1
processed_data\dogs\3515.jpg,1
processed_data\dogs\3154.jpg,1
processed_data\other\3760.jpg,2
processed_data\cats\2870.jpg,0
processed_data\dogs\3633.jpg,1
processed_data\other\4211.jpg,2
processed_data\dogs\3638.jpg,1
processed_data\dogs\87.jpg,1
processed_data\other\1583.jpg,2
processed_data\dogs\2989.jpg,1
processed_data\cats\708.jpg,0
processed_data\dogs\2378.jpg,1
processed_data\dogs\1186.jpg,1
processed_data\cats\338.jpg,0
processed_data\other\2302.jpg,2
processed_data\other\1849.jpg,2
processed_data\other\2477.jpg,2
processed_data\other\3890.jpg,2
processed_data\other\1493.jpg,2
processed_data\dogs\2226.jpg,1
processed_data\other\242.jpg,2
processed_data\cats\2938.jpg,0
processed_data\other\4206.jpg,2
processed_data\dogs\3130.jpg,1
processed_data\other\4003.jpg,2
processed_data\dogs\3551.jpg,1
processed_data\cats\4341.jpg,0
processed_data\dogs\3799.jpg,1
processed_data\other\1844.jpg,2
processed_data\other\3182.jpg,2
processed_data\cats\4258.jpg,0
processed_data\cats\563.jpg,0
processed_data\dogs\3116.jpg,1
processed_data\dogs\4373.jpg,1
processed_data\cats\2290.jpg,0
processed_data\cats\1454.jpg,0
processed_data\dogs\1245.jpg,1
processed_data\dogs\1595.jpg,1
processed_data\dogs\136.jpg,1
processed_data\dogs\1835.jpg,1
processed_data\cats\3102.jpg,0
processed_data\dogs\882.jpg,1
processed_data\cats\4946.jpg,0
processed_data\other\2483.jpg,2
processed_data\dogs\341.jpg,1
processed_data\other\2371.jpg,2
processed_data\dogs\4321.jpg,1
processed_data\cats\1577.jpg,0
processed_data\cats\2383.jpg,0
processed_data\cats\2088.jpg,0
processed_data\other\1922.jpg,2
processed_data\other\4318.jpg,2
processed_data\dogs\4476.jpg,1
processed_data\dogs\1994.jpg,1
processed_data\dogs\1551.jpg,1
processed_data\other\3869.jpg,2
processed_data\cats\2315.jpg,0
processed_data\cats\2070.jpg,0
processed_data\cats\4229.jpg,0
processed_data\dogs\726.jpg,1
processed_data\dogs\2221.jpg,1
processed_data\dogs\4325.jpg,1
processed_data\other\2967.jpg,2
processed_data\dogs\2545.jpg,1
processed_data\cats\1453.jpg,0
processed_data\other\1976.jpg,2
processed_data\dogs\4822.jpg,1
processed_data\other\3151.jpg,2
processed_data\other\2506.jpg,2
processed_data\cats\2594.jpg,0
processed_data\cats\1242.jpg,0
processed_data\other\3004.jpg,2
processed_data\cats\4254.jpg,0
processed_data\cats\3140.jpg,0
processed_data\dogs\2805.jpg,1
processed_data\other\4739.jpg,2
processed_data\cats\669.jpg,0
processed_data\dogs\4151.jpg,1
processed_data\cats\167.jpg,0
processed_data\dogs\3434.jpg,1
processed_data\cats\421.jpg,0
processed_data\other\307.jpg,2
processed_data\dogs\42.jpg,1
processed_data\dogs\2300.jpg,1
processed_data\dogs\1537.jpg,1
processed_data\other\1878.jpg,2
processed_data\other\1688.jpg,2
processed_data\dogs\4212.jpg,1
processed_data\other\1507.jpg,2
processed_data\cats\2719.jpg,0
processed_data\dogs\4830.jpg,1
processed_data\cats\1537.jpg,0
processed_data\cats\4500.jpg,0
processed_data\dogs\1484.jpg,1
processed_data\cats\2485.jpg,0
processed_data\dogs\3794.jpg,1
processed_data\cats\2701.jpg,0
processed_data\other\2010.jpg,2
processed_data\dogs\235.jpg,1
processed_data\cats\4924.jpg,0
processed_data\other\691.jpg,2
processed_data\cats\1335.jpg,0
processed_data\cats\2768.jpg,0
processed_data\cats\456.jpg,0
processed_data\other\4462.jpg,2
processed_data\dogs\1624.jpg,1
processed_data\cats\2116.jpg,0
processed_data\other\3264.jpg,2
processed_data\other\3023.jpg,2
processed_data\dogs\4726.jpg,1
processed_data\cats\1845.jpg,0
processed_data\other\131.jpg,2
processed_data\cats\4009.jpg,0
processed_data\cats\339.jpg,0
processed_data\other\70.jpg,2
processed_data\other\1791.jpg,2
processed_data\dogs\1291.jpg,1
processed_data\other\4290.jpg,2
processed_data\dogs\2418.jpg,1
processed_data\cats\3517.jpg,0
processed_data\cats\4874.jpg,0
processed_data\other\1756.jpg,2
processed_data\other\2370.jpg,2
processed_data\dogs\3017.jpg,1
processed_data\cats\1266.jpg,0
processed_data\other\3003.jpg,2
processed_data\cats\4439.jpg,0
processed_data\dogs\94.jpg,1
processed_data\dogs\3678.jpg,1
processed_data\cats\283.jpg,0
processed_data\cats\4633.jpg,0
processed_data\dogs\825.jpg,1
processed_data\other\2840.jpg,2
processed_data\cats\2347.jpg,0
processed_data\cats\4159.jpg,0
processed_data\other\891.jpg,2
processed_data\dogs\4458.jpg,1
processed_data\dogs\4023.jpg,1
processed_data\dogs\2643.jpg,1
processed_data\dogs\2915.jpg,1
processed_data\other\3179.jpg,2
processed_data\dogs\4771.jpg,1
processed_data\cats\4675.jpg,0
processed_data\cats\1215.jpg,0
processed_data\other\347.jpg,2
processed_data\cats\2478.jpg,0
processed_data\dogs\3131.jpg,1
processed_data\other\1773.jpg,2
processed_data\dogs\1532.jpg,1
processed_data\other\211.jpg,2
processed_data\other\1242.jpg,2
processed_data\dogs\1205.jpg,1
processed_data\cats\2867.jpg,0
processed_data\cats\4691.jpg,0
processed_data\dogs\3241.jpg,1
processed_data\dogs\187.jpg,1
processed_data\other\3270.jpg,2
processed_data\other\2647.jpg,2
processed_data\cats\4568.jpg,0
processed_data\other\297.jpg,2
processed_data\other\713.jpg,2
processed_data\other\4661.jpg,2
processed_data\dogs\2577.jpg,1
processed_data\dogs\952.jpg,1
processed_data\other\4389.jpg,2
processed_data\other\3217.jpg,2
processed_data\cats\4669.jpg,0
processed_data\dogs\3477.jpg,1
processed_data\dogs\4447.jpg,1
processed_data\cats\3499.jpg,0
processed_data\cats\641.jpg,0
processed_data\cats\938.jpg,0
processed_data\cats\2785.jpg,0
processed_data\cats\4473.jpg,0
processed_data\dogs\3495.jpg,1
processed_data\cats\1290.jpg,0
processed_data\other\690.jpg,2
processed_data\dogs\2252.jpg,1
processed_data\other\2104.jpg,2
processed_data\cats\4647.jpg,0
processed_data\cats\3010.jpg,0
processed_data\dogs\1203.jpg,1
processed_data\cats\612.jpg,0
processed_data\dogs\4577.jpg,1
processed_data\dogs\3206.jpg,1
processed_data\cats\2139.jpg,0
processed_data\cats\1776.jpg,0
processed_data\cats\947.jpg,0
processed_data\cats\3025.jpg,0
processed_data\dogs\1907.jpg,1
processed_data\dogs\2718.jpg,1
processed_data\dogs\832.jpg,1
processed_data\dogs\2797.jpg,1
processed_data\cats\1331.jpg,0
processed_data\other\1657.jpg,2
processed_data\dogs\3644.jpg,1
processed_data\cats\1546.jpg,0
processed_data\cats\685.jpg,0
processed_data\other\3285.jpg,2
processed_data\dogs\4483.jpg,1
processed_data\other\2517.jpg,2
processed_data\other\525.jpg,2
processed_data\other\2358.jpg,2
processed_data\cats\3125.jpg,0
processed_data\dogs\3488.jpg,1
processed_data\dogs\2931.jpg,1
processed_data\cats\4408.jpg,0
processed_data\other\1841.jpg,2
processed_data\dogs\1520.jpg,1
processed_data\dogs\4813.jpg,1
processed_data\dogs\1051.jpg,1
processed_data\other\737.jpg,2
processed_data\other\3879.jpg,2
processed_data\dogs\4301.jpg,1
processed_data\cats\1594.jpg,0
processed_data\other\3644.jpg,2
processed_data\other\1152.jpg,2
processed_data\cats\3497.jpg,0
processed_data\cats\580.jpg,0
processed_data\dogs\2969.jpg,1
processed_data\dogs\747.jpg,1
processed_data\dogs\1513.jpg,1
processed_data\dogs\2019.jpg,1
processed_data\cats\4983.jpg,0
processed_data\dogs\122.jpg,1
processed_data\other\1350.jpg,2
processed_data\cats\4581.jpg,0
processed_data\dogs\3540.jpg,1
processed_data\cats\340.jpg,0
processed_data\cats\4578.jpg,0
processed_data\cats\1249.jpg,0
processed_data\other\2.jpg,2
processed_data\dogs\4344.jpg,1
processed_data\dogs\3204.jpg,1
processed_data\dogs\1175.jpg,1
processed_data\other\4037.jpg,2
processed_data\other\4576.jpg,2
processed_data\cats\4738.jpg,0
processed_data\other\2487.jpg,2
processed_data\cats\894.jpg,0
processed_data\dogs\1724.jpg,1
processed_data\cats\4426.jpg,0
processed_data\dogs\434.jpg,1
processed_data\other\2634.jpg,2
processed_data\cats\713.jpg,0
processed_data\other\1172.jpg,2
processed_data\other\3354.jpg,2
processed_data\other\3772.jpg,2
processed_data\dogs\1531.jpg,1
processed_data\other\1724.jpg,2
processed_data\dogs\2705.jpg,1
processed_data\cats\605.jpg,0
processed_data\dogs\4036.jpg,1
processed_data\dogs\4854.jpg,1
processed_data\dogs\499.jpg,1
processed_data\cats\214.jpg,0
processed_data\cats\3112.jpg,0
processed_data\dogs\4369.jpg,1
processed_data\cats\2243.jpg,0
processed_data\dogs\494.jpg,1
processed_data\dogs\4630.jpg,1
processed_data\dogs\1769.jpg,1
processed_data\cats\1265.jpg,0
processed_data\dogs\427.jpg,1
processed_data\other\3876.jpg,2
processed_data\other\2437.jpg,2
processed_data\dogs\850.jpg,1
processed_data\cats\2868.jpg,0
processed_data\dogs\4938.jpg,1
processed_data\other\2762.jpg,2
processed_data\cats\3003.jpg,0
processed_data\cats\3556.jpg,0
processed_data\cats\3281.jpg,0
processed_data\cats\1172.jpg,0
processed_data\other\3184.jpg,2
processed_data\dogs\3123.jpg,1
processed_data\dogs\2470.jpg,1
processed_data\dogs\3246.jpg,1
processed_data\other\1767.jpg,2
processed_data\cats\4636.jpg,0
processed_data\dogs\2396.jpg,1
processed_data\dogs\1452.jpg,1
processed_data\dogs\2667.jpg,1
processed_data\dogs\2583.jpg,1
processed_data\dogs\1268.jpg,1
processed_data\other\241.jpg,2
processed_data\cats\1286.jpg,0
processed_data\dogs\292.jpg,1
processed_data\cats\2231.jpg,0
processed_data\other\751.jpg,2
processed_data\cats\3387.jpg,0
processed_data\dogs\4688.jpg,1
processed_data\other\2654.jpg,2
processed_data\cats\4056.jpg,0
processed_data\dogs\4177.jpg,1
processed_data\dogs\632.jpg,1
processed_data\other\2135.jpg,2
processed_data\other\3731.jpg,2
processed_data\other\3328.jpg,2
processed_data\cats\1831.jpg,0
processed_data\cats\1217.jpg,0
processed_data\dogs\322.jpg,1
processed_data\dogs\3885.jpg,1
processed_data\cats\1126.jpg,0
processed_data\dogs\1883.jpg,1
processed_data\dogs\3834.jpg,1
processed_data\cats\3124.jpg,0
processed_data\other\1871.jpg,2
processed_data\cats\1113.jpg,0
processed_data\cats\2042.jpg,0
processed_data\other\1356.jpg,2
processed_data\other\722.jpg,2
processed_data\dogs\1856.jpg,1
processed_data\cats\1256.jpg,0
processed_data\dogs\4940.jpg,1
processed_data\dogs\1275.jpg,1
processed_data\dogs\4310.jpg,1
processed_data\cats\2050.jpg,0
processed_data\other\3730.jpg,2
processed_data\dogs\4770.jpg,1
processed_data\dogs\2610.jpg,1
